Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
CDW.OQ,,,,,0,,,,,,,,216.301835976282,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,209705.0,,0,,,,0.228635879524641,,,,1,,ISO 14000,,0,0,,,,,,,0,,,0,1,,,,0
RMD.N,,,,,,,,,,,,,0.128072025969936,,,,,,,,,,,,,,,,,,,,,,,,Reported,,0.0,,0,,,,,,,,,,22171.0,,0,0.0,,,0.663430420711974,,,,0,,ISO 14000,,0,0,,0.0,,0.0,,0.0,0,,,0,0,,0.0,,0
LNT.OQ,,,,,,,,,,,,,2.1433737871399,,,0.398346312107151,,,,,,,,,,,,,,0.002243496087887,,0.300205933912802,0.0088029555018,,,,Reported,,5968.0,1,1,0.012226882693204,42565.0,,,,,,,,14281400.0,,1,7919.0,,,0.763919999953062,,,44.6,0,,No,,0,1,,0.0,,1.63609945993366,0.047975436576473,0.0,1,,21100000,1,1,,2.17095704142336,,0
COO.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,124378.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
CMG.N,0,0,0,1,0,,,,,,,,8.54959817439723,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,245980.0,,0,,,,0.428811284428113,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
PCAR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,1,1,,,,,,,,,,285498.0,,1,,,,,,,,1,,ISO 14000,100.0,1,1,,,,,,,0,,1300000,1,1,,,,0
GNRC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,61216.8,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
CHTR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1617320.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
PWR.N,,,,,0,,,,,,,,,,,0.000697851536588,,,,,,,0,,,,,,,0.000539806307691,,0.133010502873732,,,,,Reported,,953.0,0,0,0.000319318126183,,,,,,,,,655517.0,,0,5.0,,,,,,3.86763,0,,No,,0,0,,,,0.078681304636756,,,0,,,0,0,,0.000412808523802,,0
CCL.N,,,,,,,,,,,,,8.86278361497346,,2.8857796784e-05,2.3714276729779,,,,,,,,,,,,,,3.1772243148018,,4.85508541987263,,,,,Reported,1.208,203236.0,,1,6.38655462184874,238000.0,,,,,,,,10769826.0,,1,99269.0,,,0.274932614555256,,,133000.0,1,,ISO 14000,100.0,0,1,,,,9.75923169267707,,,1,,,1,1,,4.766818727491,,0
PM.N,0,0,0,1,0,,,,,,,,0.737198964338926,,,,0,1,1,0,0,0,0,,,,,,,0.007793685919441,,,,,,,Reported,,,,0,0.044120722102182,118484.0,,,,,,,,706528.0,,0,,,,0.96,,,1266.0,1,,ISO 14000,100.0,0,0,,,,,,,1,,,0,1,,,,0
SNA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL.OQ,,,,,,,,,,,,,1.45066044134469,,,0.038427734235353,,,,,,,,,,,,,,,,0.442215370828993,,,,,Reported,,16410.0,0,0,,,,,,,,,,34608600.0,,0,1426.0,,,0.154777827314608,,,,0,,No,,0,0,,,,0.379343026884579,,,1,,,0,1,,0.03296423865554,,0
ESS.N,,,,,,,,,,,,,2.71004019290944,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,53713.0,,0,,,,0.3627,,,,0,,No,,0,1,,,,,,,0,,13851535,1,0,,,,0
KHC.OQ,0,0,0,1,0,,,,,,,,1.47970599388143,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1309870.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
BLDR.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,313292.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
JBHT.OQ,,,,,,,,,,,,,,,,0.001164321628682,,,,,,,,,,,,,,,,0.060180874182517,,7.2770102e-08,,,Reported,,827.0,1,1,,,,,,,,,,1911560.0,,1,16.0,,,,,,,0,,No,,0,1,,,,0.090232048023089,,,0,0.001,,1,1,,0.001745722815441,1.09107676e-07,0
CMI.N,,,,,,,,,,,,,7.3189019596497,,,,,,,,,,,,,,,,,0.227699172077991,,0.119834821419331,0.022249461957335,,,,Reported,,3684.0,0,0,0.296975096516906,218000.0,,,,,,,,940058.0,,1,,,,0.92,,,7000.0,1,,ISO 14000,97.0,0,1,,0.0,,0.156293750795469,0.029018709431081,0.0,0,,34152720,1,1,,,,0
PNR.N,0,0,0,1,0,,,,,,,,3.38622529800159,,0.245952896746928,,0,0,0,0,1,0,0,,,,,,,0.156909020952996,,,,,,,Reported,2374.9,,0,0,0.502054476771158,31182.0,,,,,,,,132445.0,,0,,,,0.760318193356598,,,1515.1,0,,ISO 14000,23.0,0,0,,,,,,,0,0.0,,0,1,,,,0
CRL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,138628.0,,0,,,,,,,,0,,No,,0,,5000000,0.0,,,,,0,0.0,,0,0,,,,0
DECK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,1,0,,,,,,,,,,8118.0,,0,,,,,,,,0,,No,,0,0,,,,,,,1,,,0,1,,,,0
HPQ.N,0,0,0,1,0,,,,,,,,0.571931198937484,,6.15328017e-07,,0,0,0,0,0,0,0,,,,,,,0.150917292584863,,,,,,,Reported,0.019,,0,0,0.079311049084349,13000.0,,,,,,,,288300.0,,0,,,,0.67576,,,4660.0,1,,ISO 14000,100.0,1,0,,,,,,,0,,,0,1,3.2337123e-07,,,0
ROP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,35393.1,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
LW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,,,,0,,,,,,,,,,1500820.0,,0,,,,,,,,0,,No,,0,0,,13600.0,,,,3.62039132170904,0,,,0,1,,,,0
TGT.N,,,,,,,,,,,,,19.8837327544796,,,,,,,,,,,,,,,,,0.035878127743893,,,,7.376869417e-06,,,Reported,,,,0,0.02305058654918,960912.0,,,,,,,,2917548.0,,0,,,,0.754988578391501,,,1737.0,1,,No,,0,,,,,,,,1,0.357143,,0,1,,,,0
NTAP.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,0.037081533900001,,,,,,,Reported,,,0,0,0.117956719817768,,,,,,,,,96201.4,,0,,,,,,,724.962,1,,ISO 14000,100.0,1,0,,,,,,,0,,,0,0,,,,0
OXY.N,0,0,0,1,1,,,,,,,,1.26814723181997,,6.1150998887e-05,0.044619995193666,1,1,0,0,1,0,0,,,,,,,0.587105199916654,27.2416812761327,0.581586411037437,1.76730407278911,2.2977418788e-05,,,Reported,5.20784,49530.0,1,1,2.36652783036729,58000.0,,,,,,,,27650000.0,2320000.0,1,3800.0,,,1.11111111111111,,,50000.0,0,,ISO 14000,,0,1,1197000000,186446.0,109.806891329042,2.34428246876183,7.1237220749716,8.82459295721318,1,1.95684,525000000,0,1,0.000246489965922,0.179856115107914,9.2618326392e-05,0
IR.N,,,,,,,,,,,,,0.236818176952191,,,,,,,,,,,,,,,,,0.060121753327163,,,0.004277567052375,,,,Reported,,,0,0,0.223561319792814,1611.0,,,,,,,,100998.0,,0,,,,,,,548.15,0,,No,,0,0,,0.0,,,0.015906032056772,0.0,0,,,0,0,,,,0
TER.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8715862701e-05,,,,,Reported,0.0,1.167,0,0,,748.0,,,,,,,,31141.0,,0,,,,0.35,,,,1,,ISO 14000,,0,0,,,,0.000508504486997,,,0,,,0,0,0.0,,,0
WAB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,384475.0,,0,,,,,,,,0,,ISO 14000,26.0,0,1,,,,,,,0,,,1,0,,,,0
NOW.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,21217.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
EXC.OQ,,,,,,,,,,,,,,,,0.002148036465396,,,,,,,,,,,,,,,,0.006444109396188,,,,,Reported,,544.311,0,0,,,,,,,,,,5801000.0,,1,181.437,,,0.592,,,,1,,ISO 14000,66.0,0,1,478000000,,,0.01580553458389,,,1,,,1,1,,0.005268511527963,,1
BR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,53622.0,,0,,,,,,,,1,,No,,1,1,,,,,,,1,,,1,1,,,,0
EMN.N,0,1,0,1,0,,,,,,,,,,,0.280813615743261,0,0,0,1,1,0,0,,,,,,,,,0.372975309799014,0.436099757782406,,,,Reported,,6204.0,1,0,,,,,,,,,,6766296.0,,1,4671.0,,,,,,,0,,Both,60.0,0,1,287000000,57500.0,,0.669039145907473,0.782271109673245,6.20079801574464,1,,244000000,1,1,,0.503720478809447,,0
AZO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,423616.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,1,1,,,,0
TEL.N,,,,,,,,,,,,,2.85037724691977,,,,,,,,,,,,,,,,,0.181824246718425,,,,,,,Reported,,,0,0,0.534669733815314,95515.0,,,,,,,,472773.0,,0,,,,0.815482783293963,,,6508.0,1,,ISO 14000,,0,0,,,,,,,0,,,0,1,,,,0
FRT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,26352.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
DUK.N,0,1,0,1,1,,,,,,,,0.88583616769222,0.000559387648153,,0.210705466012453,1,0,1,0,1,0,0,,,,,,,0.001738226460726,,0.339847525826537,,2.4949544e-08,,,Reported,,45359.237,1,1,0.009250767574465,118000.0,,,,,,,,84869700.0,,1,28122.72694,,,0.768489072332364,,,232.0,0,,No,,0,1,58000000,97558.0,,1.80865413293991,,3.89002751305873,1,0.00333,,1,1,,1.12136556242274,,0
KMI.N,,,,,,,,,,,,,0.115680854477707,,,0.004791089437884,,,,,,,,,,,,,,0.114255505369936,,0.693510196133695,0.172479219763821,1.1678280505e-05,,,Reported,,57900.0,0,0,0.72215913392384,119.0,,,,,,,,19300000.0,,0,400.0,,,0.555544626216608,,,9539.0,1,,No,,1,0,259000000,215000.0,,4.38337497161027,,16.2767809826633,1,0.975,,0,1,,0.03028238322356,7.3813309107e-05,0
DVN.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,78.2832166319748,,,,,,Reported,,,1,0,,,,,,,,,,2790000.0,1145602.62,1,,,,,,,,0,,No,,0,0,,,184.180485530547,,,,1,,,0,1,,,,0
RCL.N,0,0,0,1,0,,,,,,,,0.719253559848339,,,7.26751609524856,0,0,0,0,1,0,0,,,,,,,,,1.72080648105627,,,,,Reported,,67522.0,,1,,,,,,,,,,4834768.0,,1,285167.0,,,0.765869999850995,,,,1,,ISO 14000,,0,1,,,,6.16602048040753,,,1,,,1,1,,26.041076424519,,0
VTRS.OQ,,,,,,,,,,,,,5.10767096441422,,,,,,,,,,,,,,,,,3.33108975940058,,,,,,,Reported,,,1,1,3.91287335333246,24000.0,,,,,,,,667000.0,,1,,,,0.74,,,45000.0,0,,ISO 14000,45.0,0,0,,,,,,,1,,,0,1,,,,0
CAH.N,,,,,,,,,,,,,4.50053690257279,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,443000.0,,0,,,,0.604651159504894,,,,1,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
MKC.N,,,,,,,,,,,,,2.50554117972978,,,,,,,,,,,,,,,,,,,0.000969146220848,0.000484573110424,,,,Reported,,26.0,,0,,,,,,,,,,125307.0,,0,0.0,,,0.630530512660299,,,,0,,No,,0,1,,,,0.004862176010772,,,0,,0,0,1,,0.0,,0
IEX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,36880.0,,0,,,,,,,,0,,No,,0,1,,,,,,,0,,,1,1,,,,0
VLO.N,,,,,,,,,,,,,,,,0.180096738485739,,,,,,,,,,,,,,,,0.178050184639311,0.157584646175022,,,,Reported,,8700.0,0,0,,,,,,,,,,29500000.0,,1,8800.0,,,,,,,0,,No,,0,1,,,,0.080314611720394,0.071083047154832,,1,,,1,0,,0.081237768176951,,0
EXPD.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,45449.3,,0,,,,,,,,1,,ISO 14000,2.22222,1,0,,,,,,,0,,,0,1,,,,0
LH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619115189055148,,,,,,,Reported,,,,0,1.21901668570637,,,,,,,,,338996.0,,0,,,,,,,14085.494,0,,No,,0,,,,,,,,0,,,1,1,,,,0
SW.N,,,,,,,,,,,,,68.573217631109,5.13955889103475,,0.168016385439576,,,,,,,,,,,,,,0.725166831211043,,0.373361400098405,,,,,Reported,,4971.0,0,0,0.951906020502409,903341.0,,,6.7465538142889,,,,,3321000.0,,1,2237.0,,,0.383667617382771,,,9655.0,0,,ISO 14000,82.353,0,1,6000000,,,0.490100966122991,,,1,,0,1,1,,0.220550364356695,,0
DRI.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,774200.0,,0,,,,0.32,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
MAA.N,,,,,,,,,,,,,2.80632667588601,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,104714.0,,0,,,,0.054918983515518,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
JNJ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR.N,,,,,,,,,,,,,0.870445072503404,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,107655.0,,0,,,,0.790164090822362,,,,1,,ISO 14000,,0,1,,,,,,,1,,,1,0,,,,0
SHW.N,,,,,0,,,,,,,,6.09579326559302,,,0.003533098116171,,,,,,,0,,,,,,,1.08390973880726,,0.058463981044515,0.026138531311945,,,,Reported,,3657.0,1,1,3.78754022166607,313500.0,,,,,,,,721605.0,,1,221.0,,,0.403094676108051,,,67800.0,0,,ISO 14000,33.594,0,1,23000000,,,0.204292545584555,0.091336700035753,,0,,26100000,0,1,,0.012345816946729,,0
GD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,1,1,,,,,,,,,,762200.0,,0,,,,,,,,0,,ISO 14000,,1,0,,,,,,,1,,,0,0,,,,0
SBAC.OQ,,,,,0,,,,,,,,0.018458213233094,,,0.293410903994276,,,,,,,0,,,,,,,,,0.248065582467888,,,,,Reported,,9300.0,,0,,,,,,,,,,19600.0,,0,11000.0,,,0.085260115606936,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
MPWR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,15118.8,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
COP.N,1,0,0,1,1,,,,,,,,5.04367957250194,0.001695649288228,,0.054962425204635,1,1,1,0,1,0,0,,,,,,,,,0.422158202103686,0.817419898256169,2.1667825194e-05,,,Reported,,36100.0,1,0,,,,,0.004471720224511,,,,,20500000.0,,1,4700.0,,,0.302341757477394,,,,0,,No,,0,1,,,,1.11330413865417,2.15567754271264,,0,1.85288,705000000,1,1,,0.144945414173811,5.714179979e-05,0
ORCL.N,0,0,0,1,0,,,,,,,,0.029039348553506,,,,0,0,0,1,0,0,0,,,,,,,0.005607938533296,,,,,,,Reported,,,,0,0.035861539242821,5901.099,,,,,,,,527835.0,,0,,,,,,,1412.335,1,,ISO 14000,100.0,1,,,,,,,,1,,,0,1,,,,0
AMP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,43549.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
NXPI.OQ,,,,,0,,,,,,,,0.318481402684764,,1.1123219038e-05,1.4964743139e-05,,,,,,,0,,,,,,,,,0.000711446441066,0.002144143810082,,,,Reported,0.582,37.225,0,0,,,,,,,,,,982123.0,,1,0.783,,,0.72,,,,0,,ISO 14000,100.0,0,1,,0.0,,0.004322457036693,0.013026939154668,0.0,0,,87000000,0,0,6.7580120762e-05,9.0919647004e-05,,0
CPRT.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,7535.68,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
TXT.N,,,,,,,,,,,,,4.62444662846945,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,678345.0,,0,,,,0.578906715050772,,,,0,,ISO 14000,,0,1,81000000,,,,,,0,,13000000,0,0,,,,
T.N,0,0,0,1,1,,,,,,,,0.521301354247222,,,,0,0,0,1,1,0,0,,,,,,,9.2673360514e-05,,,,,,,Reported,,,,0,0.000248234882908,199714.0,,,,,,,,6680010.0,,0,,,,0.400542681064736,,,35.51,1,,Both,,0,1,,11950.0,,,,0.083537224746592,0,,,1,1,,,,0
MTCH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,7154.34,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
NDAQ.OQ,,,,,1,,,,,,,,0.043597384580697,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,0.0,934.0,,,,,,,,20890.0,,0,,,,0.728051391862955,,,0.0,0,,No,,1,0,,0.0,,,,,0,,,0,0,,,,0
FFIV.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,7114.0,,0,,,,,,,,0,,ISO 14000,100.0,0,,,,,,,,0,,,0,0,,,,0
LEN.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,85187.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
CDNS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDA.OQ,0,0,0,1,0,,,,,,,,0.046690803912882,,1.5276738e-08,,0,0,0,1,1,0,0,,,,,,,0.0004684866354,,5.092246037e-06,6.11069524e-07,,,,Reported,0.006,2.0,0,0,0.01570501877774,18173.2,,,,,,,,67782.0,,0,0.0,,,0.903010981568328,,,184.0,1,,ISO 14000,,1,1,,,,0.000170706725845,2.0484807101e-05,,0,,75496,1,1,5.12120178e-07,0.0,,0
WELL.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,506332.0,,0,,,,,,,,1,,No,,0,0,,0.0,,,,0.0,0,,,0,1,,,,0
PLD.N,0,0,0,1,1,,,,,,,,0.000446242436944,,,,1,0,1,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,13493.0,,0,,,,,,,,0,,ISO 14000,,1,0,63577000,,,,,,0,,,0,1,,,,0
ROST.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,277136.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
MRK.N,0,0,0,1,0,,,,,,,,0.292638769375725,,,0.000104652275141,0,0,0,1,1,0,0,,,,,,,0.153776828294205,,0.00151939599464,0.001503891953878,,,,Reported,,392.0,1,0,0.847011101622545,35826.0,,,,,,,,1116300.0,,1,27.0,,,0.696119205298013,,,39674.0,0,,ISO 14000,,1,1,62500000,17690.0,,0.008368915456874,0.008283518360376,0.377668659265585,0,,19500000,1,1,,0.000576430401366,,0
WEC.N,,,,,0,,,,,,,,0.87410323834582,,,0.052662283772429,,,,,,,0,,,,,,,0.001096054217362,,0.149116556017976,0.005967753113612,,,,Reported,,6258.232,1,1,0.006114500671266,36639.0,,,,,,,,21797000.0,,1,2210.169,,,0.318958702466948,,,46.0,1,,No,,1,1,589200000,,,0.831868777498638,0.033291993991838,,1,,96300000,1,1,,0.293784344219803,,0
MSCI.N,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,7993.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
TMO.N,0,0,0,1,0,,,,,,,,0.076441498781548,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,777318.0,,0,,,,0.380000000123721,,,,1,,ISO 14000,,0,1,,,,,,,0,,66000000,0,1,,,,0
F.N,0,0,0,1,1,,,,,,,,6.38911781271521,,,,0,0,0,1,1,0,0,,,,,,,0.266738317624863,,,,,,,Reported,,,1,1,0.325849903784477,1166000.0,,,,,,,,3480000.0,,1,,,,0.9,,,50800.0,0,,ISO 14000,100.0,0,1,,14650.0,,,,0.09397049390635,1,,,1,1,,,,0
GEHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYB.N,,,,,,,,,,,,,43.0549423076315,0.232357687866134,3.661523743e-06,0.030619492297019,,,,,,,,,,,,,,27.6742541366104,,0.171061812346947,0.164516838657151,,,,Reported,0.16,7475.0,1,1,34.8230483485472,672100.0,,,0.292380165289256,,,,,24000000.0,,1,1338.0,,,0.155788242797916,,,1209300.0,0,,ISO 14000,,0,0,,210165.0,,0.215250381547499,0.207014714775247,6.05191925591039,0,,,0,1,4.607366026e-06,0.038529098396061,,0
IBM.N,0,0,0,0,1,,,,,,,,0.208840464899466,,,2.4372089211e-05,0,0,0,0,0,0,0,,,,,,,0.006495445171112,,0.000556023709674,6.2347204958e-05,,,,Reported,,98.1,,0,0.019856533943237,35700.0,,,,,,,,1104789.0,,0,4.3,,,0.876616511968735,,,1146.0,1,,ISO 14000,100.0,1,,,0.0,,,,0.0,1,,61500000,1,1,,,,0
IQV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,40949.0,,0,,,,,,,,0,,Both,100.0,1,,,,,,,,0,,,0,0,,,,0
VRTX.OQ,,,,,,,,,,,,,0.012382567125619,,,,,,,,,,,,,,,,,0.003958810838391,,,,,,,Reported,,,0,0,0.039576626779035,522.6,,,,,,,,13449.0,,0,,,,0.39607133558969,,,245.6,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
DXCM.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,20198.6,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
PEP.OQ,0,0,0,1,1,,,,,,,,7.58843516480743,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,5108940.0,,0,,,,0.97,,,,0,,ISO 14000,72.0,0,1,,,,,,,1,,,1,1,,,,0
AOS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,162270.0,,0,,,,,,,,0,,ISO 14000,,0,0,,0.0,,,,0.0,0,,,0,1,,,,0
BLK.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,27805.0,,0,,,,0.48,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
HII.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,278325.0,,0,,,,,,,,0,,No,,0,0,,,,,,,1,,,0,0,,,,0
CVS.N,0,0,0,1,1,,,,,,,,0.030484175380274,,,,0,0,0,0,1,0,1,,,,,,,0.027675959516166,,,,,,,Reported,,,,0,0.015898416857085,433.47,,,,,,,,1142760.0,,0,,,,0.653537266202951,,,4272.0,1,,No,,0,,,,,,,,1,,,1,1,,,,0
